movieId,title,genres,titles
8748,The Dark Valley (2014),Western,the dark valley 
8749,I'm Here (2010),Drama,i'm here 
8750,The Last Five Years (2014),Comedy|Drama|Musical|Romance,the last five years 
8751,Crimson Peak (2015),Horror,crimson peak 
8752,Dragonheart 3: The Sorcerer's Curse (2015),Action|Adventure|Fantasy,dragonheart 3: the sorcerer's curse 
8753,Chris Rock: Bigger & Blacker (1999),Comedy,chris rock: bigger & blacker 
8754,The Natural Love (1996),Documentary,the natural love 
8755,The Forgotten Space (2010),Documentary,the forgotten space 
8756,Cloudburst (2011),Adventure|Comedy|Drama,cloudburst 
8757,Tom Segura: Completely Normal (2014),Comedy,tom segura: completely normal 
8758,"Honey, We Shrunk Ourselves (1997)",Action|Adventure|Children|Comedy|Sci-Fi,honey
8759,Stitch! The Movie (2003),Animation|Children|Comedy,stitch! the movie 
8760,Hot Tub Time Machine 2 (2015),Comedy|Sci-Fi,hot tub time machine 2 
8761,Johnny Express (2014),Animation|Comedy|Sci-Fi,johnny express 
8762,Eddie Izzard: Glorious (1997),Comedy,eddie izzard: glorious 
8763,Northmen - A Viking Saga (2014),Action|Adventure,northmen - a viking saga 
8764,Superfast! (2015),(no genres listed),superfast! 
8765,Reality (2014),Comedy,reality 
8766,Julia (2014),Horror|Thriller,julia 
8767,Focus (2015),Comedy|Crime|Drama|Romance,focus 
8768,Marvel One-Shot: Item 47 (2012),Action|Fantasy|Sci-Fi,marvel one-shot: item 47 
8769,The Second Best Exotic Marigold Hotel (2015),Comedy|Drama,the second best exotic marigold hotel 
8770,George Carlin: It's Bad for Ya! (2008),Comedy,george carlin: it's bad for ya! 
8771,Tracers (2015),Action,tracers 
8772,"McFarland, USA (2015)",Drama,mcfarland
8773,Unfinished Business (2015),Comedy,unfinished business 
8774,Ghost in the Shell Arise - Border 1: Ghost Pain (2013),Action|Animation|Sci-Fi,ghost in the shell arise - border 1: ghost pain 
8775,Run All Night (2015),Action|Crime|Drama|Thriller,run all night 
8776,Digging Up the Marrow (2014),Drama|Fantasy|Horror|Mystery|Thriller,digging up the marrow 
8777,Clown (2014),Drama|Horror,clown 
8778,Cinderella (2015),Children|Drama|Fantasy|Romance,cinderella 
8779,Kidnapping Mr. Heineken (2015),Action|Crime|Drama|Thriller,kidnapping mr. heineken 
8780,The Cobbler (2015),Comedy|Drama|Fantasy,the cobbler 
8781,Ruby Red (2013),Adventure|Children|Fantasy|Sci-Fi,ruby red 
8782,Pan (2015),Adventure|Children|Fantasy,pan 
8783,While We're Young (2014),Comedy|Drama,while we're young 
8784,Too Late for Tears (1949),Crime|Drama|Film-Noir|Mystery|Thriller,too late for tears 
8785,Insurgent (2015),Action|Sci-Fi|Thriller,insurgent 
8786,La vérité si je mens ! (1997),Comedy,la vérité si je mens ! 
8787,The Amazing Screw-On Head (2006),Action|Adventure|Animation|Comedy|Sci-Fi,the amazing screw-on head 
8788,Home (2015),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,home 
8789,Midnight Special (2015),Drama|Sci-Fi,midnight special 
8790,"Gunman, The (2015)",Action|Thriller,gunman
8791,Furious 7 (2015),Action|Crime|Thriller,furious 7 
8792,The Final Girls (2015),Comedy|Horror,the final girls 
8793,Spring (2015),Horror|Romance|Sci-Fi,spring 
8794,Power/Rangers (2015),Action|Adventure|Sci-Fi,power/rangers 
8795,George Carlin: Life Is Worth Losing (2005),Comedy,george carlin: life is worth losing 
8796,Legend No. 17 (2013),Drama,legend no. 17 
8797,Love and Pigeons (1985),Comedy|Romance,love and pigeons 
8798,Get Hard (2015),Comedy|Crime,get hard 
8799,That Sugar Film (2014),Documentary,that sugar film 
8800,Saving Santa (2013),Animation|Children|Comedy,saving santa 
8801,The Brain (1969),Comedy|Crime,the brain 
8802,Tom and Jerry: A Nutcracker Tale (2007),Animation|Comedy,tom and jerry: a nutcracker tale 
8803,What Men Talk About (2010),Comedy,what men talk about 
8804,Kill Me Three Times (2014),Thriller,kill me three times 
8805,Poker Night (2014),Action|Crime|Thriller,poker night 
8806,Reckless Kelly (1994),Comedy,reckless kelly 
8807,Willy/Milly (1986),Comedy|Fantasy,willy/milly 
8808,Shaun the Sheep Movie (2015),Adventure|Animation|Children|Comedy,shaun the sheep movie 
8809,Last Knights (2015),Action|Adventure,last knights 
8810,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary,the jinx: the life and deaths of robert durst 
8811,Batman vs. Robin (2015),Action|Adventure|Animation,batman vs. robin 
8812,Libre et assoupi (2014),Comedy,libre et assoupi 
8813,Woman in Gold (2015),Drama,woman in gold 
8814,Iliza Shlesinger: Freezing Hot (2015),Comedy,iliza shlesinger: freezing hot 
8815,The Road Within (2014),Comedy|Drama,the road within 
8816,The Malibu Bikini Shop (1986),Comedy,the malibu bikini shop 
8817,Tomorrowland (2015),Action|Adventure|Children|Mystery|Sci-Fi,tomorrowland 
8818,Let It Be Me (1995),(no genres listed),let it be me 
8819,Buzzard (2015),Comedy|Drama|Horror,buzzard 
8820,Paul Blart: Mall Cop 2 (2015),Action|Comedy|Crime,paul blart: mall cop 2 
8821,Seve (2014),Documentary|Drama,seve 
8822,Breathe (2014),Drama,breathe 
8823,Patlabor 2: The Movie (1993),Action|Animation|Sci-Fi,patlabor 2: the movie 
8824,Da Sweet Blood of Jesus (2014),Comedy|Romance|Thriller,da sweet blood of jesus 
8825,The Longest Ride (2015),Drama|Romance,the longest ride 
8826,Girltrash: All Night Long (2014),Comedy|Crime|Drama,girltrash: all night long 
8827,Sword of Vengeance (2014),Action|Adventure|Drama,sword of vengeance 
8828,Lovesick (2014),Comedy|Romance,lovesick 
8829,Danny Collins (2015),Comedy|Drama,danny collins 
8830,The Even Stevens Movie (2003),Children|Comedy,the even stevens movie 
8831,Kite (2014),Action|Crime|Drama|Mystery|Thriller,kite 
8832,Man Up (2015),Comedy|Romance,man up 
8833,San Andreas (2015),Action|Drama|Thriller,san andreas 
8834,Welcome to Me (2014),Comedy|Drama,welcome to me 
8835,Comedy Central Roast of James Franco (2013),Comedy,comedy central roast of james franco 
8836,We Could Be King (2014),Documentary,we could be king 
8837,Hitman: Agent 47 (2015),Action|Crime|Thriller,hitman: agent 47 
8838,B/W (2015),Comedy|Crime|Sci-Fi,b/w 
8839,Ricki and the Flash (2015),Comedy|Drama,ricki and the flash 
8840,Partisan (2015),Drama|Thriller,partisan 
8841,Infini (2015),Horror|Sci-Fi|Thriller,infini 
8842,Pitch Perfect 2 (2015),Comedy,pitch perfect 2 
8843,Just Before I Go (2014),Comedy|Drama,just before i go 
8844,Carol (2015),Drama|Romance,carol 
8845,Office Romance (1977),Comedy|Romance,office romance 
8846,Bootleggers (1961),Comedy|Crime,bootleggers 
8847,The Lobster (2015),Comedy|Romance|Sci-Fi,the lobster 
8848,Güeros (2014),Comedy|Drama,güeros 
8849,Maggie (2015),Drama|Horror|Thriller,maggie 
8850,Hot Pursuit (2015),Action|Comedy,hot pursuit 
8851,Slow West (2015),Action|Thriller|Western,slow west 
8852,The Green Inferno (2014),Horror|Thriller,the green inferno 
8853,Barely Lethal (2015),Action|Adventure|Comedy,barely lethal 
8854,Carry On Don't Lose Your Head (1966),Comedy,carry on don't lose your head 
8855,What Love Is (2007),Comedy|Romance,what love is 
8856,The Monkey King (1964),Animation,the monkey king 
8857,5 to 7 (2014),Comedy|Drama|Romance,5 to 7 
8858,Afonya (1975),Comedy|Drama|Romance,afonya 
8859,My Love (2006),Animation|Drama,my love 
8860,Radio Day (2008),Comedy,radio day 
8861,The Martian (2015),Adventure|Drama|Sci-Fi,the martian 
8862,Return to Sender (2015),Thriller,return to sender 
8863,Kung Fury (2015),Action|Comedy|Fantasy|Sci-Fi,kung fury 
8864,Elections Day (2007),Comedy,elections day 
8865,Youth (2015),Drama,youth 
8866,Survivor (2015),Action|Thriller,survivor 
8867,Hot Girls Wanted (2015),Documentary,hot girls wanted 
8868,That Munchhausen (1979),Comedy|Drama|Fantasy,that munchhausen 
8869,The Taming of the Scoundrel (1980),Comedy,the taming of the scoundrel 
8870,Phir Hera Pheri (2006),Comedy,phir hera pheri 
8871,Spy (2015),Action|Comedy|Crime,spy 
8872,Trainwreck (2015),Comedy|Romance,trainwreck 
8873,BMX Bandits (1983),Adventure|Crime|Drama,bmx bandits 
8874,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),Documentary,turtle power: the definitive history of the teenage mutant ninja turtles 
8875,Aloha (2015),Comedy|Drama|Romance,aloha 
8876,Dragon Blade (2015),Action|Adventure|Drama,dragon blade 
8877,Entourage (2015),Comedy,entourage 
8878,Bitter Lake (2015),Documentary,bitter lake 
8879,No Way Jose (2015),Comedy,no way jose 
8880,Ghost Graduation (2012),Comedy,ghost graduation 
8881,Duck Amuck (1953),Animation|Children|Comedy,duck amuck 
8882,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,inside out 
8883,The Wolfpack (2015),Documentary,the wolfpack 
8884,Trevor Noah: African American (2013),(no genres listed),trevor noah: african american 
8885,Love & Mercy (2014),Drama,love & mercy 
8886,The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi,the hunger games: mockingjay - part 2 
8887,Pixels (2015),Action|Comedy|Sci-Fi,pixels 
8888,Fantastic Beasts and Where to Find Them (2016),Fantasy,fantastic beasts and where to find them 
8889,The Hairdresser (2010),Comedy|Drama,the hairdresser 
8890,The Star Wars Holiday Special (1978),Adventure|Children|Comedy|Sci-Fi,the star wars holiday special 
8891,Mr. Holmes (2015),Drama|Mystery,mr. holmes 
8892,The Secret Life of Pets (2016),Animation|Comedy,the secret life of pets 
8893,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005),Action|Animation|Crime|Sci-Fi,ghost in the shell: stand alone complex - the laughing man 
8894,Self/less (2015),Action|Mystery|Sci-Fi|Thriller,self/less 
8895,The Last Witch Hunter (2015),Action|Adventure|Fantasy,the last witch hunter 
8896,Krampus (2015),Comedy|Fantasy|Horror,krampus 
8897,Suicide Squad (2016),Action|Crime|Sci-Fi,suicide squad 
8898,Independence Day: Resurgence (2016),Action|Adventure|Sci-Fi,independence day: resurgence 
8899,Star Trek Beyond (2016),Action|Adventure|Sci-Fi,star trek beyond 
8900,Golmaal (2006),Children|Comedy,golmaal 
8901,Bruce Lee: A Warrior's Journey (2000),Documentary,bruce lee: a warrior's journey 
8902,Five Element Ninjas (1982),Action,five element ninjas 
8903,The Magnificent Ruffians (1979),Action|Drama,the magnificent ruffians 
8904,Ted 2 (2015),Comedy,ted 2 
8905,Absolutely Anything (2015),Comedy|Sci-Fi,absolutely anything 
8906,Minions (2015),Adventure|Animation|Children|Comedy,minions 
8907,The Silence of the Hams (1994),Comedy|Thriller,the silence of the hams 
8908,Bloodsport III (1996),Action|Thriller,bloodsport iii 
8909,The Good Dinosaur (2015),Adventure|Animation|Children|Comedy|Fantasy,the good dinosaur 
8910,Black Mass (2015),Crime|Drama,black mass 
8911,Spectre (2015),Action|Adventure|Crime,spectre 
8912,The Professional: Golgo 13 (1983),Action|Animation|Crime,the professional: golgo 13 
8913,Mortal Kombat: The Journey Begins (1995),Action|Animation,mortal kombat: the journey begins 
8914,Sharknado 3: Oh Hell No! (2015),Horror|Sci-Fi,sharknado 3: oh hell no! 
8915,Scooby-Doo! and the Samurai Sword (2009),Animation|Children|Comedy,scooby-doo! and the samurai sword 
8916,Scooby-Doo! and the Loch Ness Monster (2004),Animation|Children|Comedy,scooby-doo! and the loch ness monster 
8917,Big Top Scooby-Doo! (2012),Animation|Children|Comedy,big top scooby-doo! 
8918,Scooby-Doo Goes Hollywood (1979),Animation|Children|Comedy,scooby-doo goes hollywood 
8919,Gabriel Iglesias: Hot and Fluffy (2007),Comedy,gabriel iglesias: hot and fluffy 
8920,George Carlin: Back in Town (1996),Comedy,george carlin: back in town 
8921,George Carlin: You Are All Diseased (1999),Comedy,george carlin: you are all diseased 
8922,Ghost in the Shell 2.0 (2008),Action|Animation|Sci-Fi,ghost in the shell 2.0 
8923,Larry David: Curb Your Enthusiasm (1999),Comedy,larry david: curb your enthusiasm 
8924,Kevin Hart: Laugh at My Pain (2011),Comedy|Documentary,kevin hart: laugh at my pain 
8925,Tom and Jerry: Shiver Me Whiskers (2006),Animation|Children|Comedy,tom and jerry: shiver me whiskers 
8926,Jeff Dunham: All Over the Map (2014),Comedy,jeff dunham: all over the map 
8927,The FP (2012),Comedy,the fp 
8928,Kung Fu Panda: Secrets of the Masters (2011),Animation|Children,kung fu panda: secrets of the masters 
8929,Steve Jobs (2015),Drama,steve jobs 
8930,Macbeth (2015),Drama,macbeth 
8931,Vacation (2015),Adventure|Comedy,vacation 
8932,Creep (2014),Horror|Thriller,creep 
8933,The Face of an Angel (2015),Drama,the face of an angel 
8934,Wild Horses (2015),Crime|Drama,wild horses 
8935,Search Party (2014),Comedy,search party 
8936,The Squeeze (2015),Comedy|Drama,the squeeze 
8937,Careful What You Wish For (2015),Thriller,careful what you wish for 
8938,Robot Overlords (2014),Action|Adventure|Sci-Fi,robot overlords 
8939,Bad Asses on the Bayou (2015),Action|Comedy,bad asses on the bayou 
8940,The Eye: Infinity (2005),Horror,the eye: infinity 
8941,Kiss me Kismet (2006),Comedy|Romance,kiss me kismet 
8942,Da geht noch was! (2013),Comedy|Drama|Romance,da geht noch was! 
8943,Villain (1971),Crime|Drama|Thriller,villain 
8944,The Lovers (2015),Action|Adventure|Romance|Sci-Fi,the lovers 
8945,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi,batman v superman: dawn of justice 
8946,God Loves Caviar (2012),Adventure,god loves caviar 
8947,Mortuary (1983),Horror,mortuary 
8948,April Morning (1988),Drama,april morning 
8949,Amy (2015),Documentary,amy 
8950,That Demon Within (2014),Crime|Thriller,that demon within 
8951,Carnival Magic (1981),Drama|Fantasy,carnival magic 
8952,Magic Mike XXL (2015),Comedy|Drama,magic mike xxl 
8953,The Jungle Book (2016),Adventure|Drama|Fantasy,the jungle book 
8954,Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993),Action|Adventure|Animation,dragon ball z gaiden: the plot to destroy the saiyans 
8955,Dragon Ball Z: Resurrection of F (2015),Action|Adventure|Animation|Fantasy,dragon ball z: resurrection of f 
8956,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy,the man from u.n.c.l.e. 
8957,Sorrow (2015),Crime|Drama|Horror,sorrow 
8958,7 Days in Hell (2015),Comedy,7 days in hell 
8959,The Walk (2015),Adventure|Drama|Thriller,the walk 
8960,13 Hours (2016),Drama,13 hours 
8961,There Will Come a Day (2013),Comedy|Drama,there will come a day 
8962,The Opposite Sex (2014),Comedy,the opposite sex 
8963,The Gallows (2015),Horror|Thriller,the gallows 
8964,Tokyo Tribe (2014),Action|Crime|Drama|Sci-Fi,tokyo tribe 
8965,Feast (2014),Animation|Children|Comedy|Drama|Romance,feast 
8966,Joe Dirt 2: Beautiful Loser (2015),Comedy,joe dirt 2: beautiful loser 
8967,Return to Treasure Island (1988),Adventure|Animation|Comedy,return to treasure island 
8968,Nasu: Summer in Andalusia (2003),Animation,nasu: summer in andalusia 
8969,Dark Places (2015),Drama|Mystery|Thriller,dark places 
8970,Afro Samurai (2007),Action|Adventure|Animation|Drama|Fantasy,afro samurai 
8971,Massu Engira Maasilamani (2015),Comedy|Horror|Thriller,massu engira maasilamani 
8972,The Revenant (2015),Adventure|Drama,the revenant 
8973,Irrational Man (2015),Crime|Drama,irrational man 
8974,Exte: Hair Extensions (2007),Horror,exte: hair extensions 
8975,Ooops! Noah is Gone... (2015),Animation,ooops! noah is gone... 
8976,Southpaw (2015),Action|Drama,southpaw 
8977,Sicario (2015),Crime|Drama|Mystery,sicario 
8978,Goodnight Mommy (Ich seh ich seh) (2014),Drama|Fantasy|Horror|Thriller,goodnight mommy 
8979,10 Cent Pistol (2015),Crime|Thriller,10 cent pistol 
8980,Before We Go (2014),Romance,before we go 
8981,Anomalisa (2015),Animation|Comedy|Fantasy,anomalisa 
8982,Colonia (2016),Thriller,colonia 
8983,Ghost in the Shell Arise - Border 2: Ghost Whispers (2013),Action|Animation|Sci-Fi|Thriller,ghost in the shell arise - border 2: ghost whispers 
8984,How to Make Love Like an Englishman (2014),Comedy|Romance,how to make love like an englishman 
8985,Fracchia contro Dracula (1985),Comedy|Horror,fracchia contro dracula 
8986,Always Watching: A Marble Hornets Story (2015),Horror,always watching: a marble hornets story 
8987,Madly in Love (1981),Comedy,madly in love 
8988,The Intern (2015),Comedy,the intern 
8989,Hollywood Chainsaw Hookers (1988),Comedy|Horror,hollywood chainsaw hookers 
8990,Love (2015),Drama|Romance,love 
8991,Room (2015),Drama,room 
8992,The Runner (2015),Drama,the runner 
8993,The Gift (2015),Drama|Horror,the gift 
8994,George Carlin: Jammin' in New York (1992),Comedy,george carlin: jammin' in new york 
8995,The Witch (2015),Horror,the witch 
8996,Men & Chicken (2015),Comedy|Drama,men & chicken 
8997,The Escort (2015),Comedy|Romance,the escort 
8998,Doctor Who: The Waters of Mars (2009),Adventure|Children|Sci-Fi,doctor who: the waters of mars 
8999,"Family Guy Presents: Something, Something, Something, Dark Side (2009)",Animation|Comedy|Sci-Fi,family guy presents: something
9000,"Visit, The (2015)",Comedy|Horror,visit
9001,Secret in Their Eyes (2015),Crime|Drama|Mystery,secret in their eyes 
9002,The Electric Hotel (1908),Animation|Comedy|Sci-Fi,the electric hotel 
9003,Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),Comedy|Documentary,jeff ross roasts criminals: live at brazos county jail 
9004,Battle For Sevastopol (2015),Drama|Romance|War,battle for sevastopol 
9005,American Ultra (2015),Action|Comedy|Sci-Fi|Thriller,american ultra 
9006,Straight Outta Compton (2015),Drama,straight outta compton 
9007,Cop Car (2015),Crime|Thriller,cop car 
9008,The Lost Room (2006),Action|Fantasy|Mystery,the lost room 
9009,Tangerine (2015),Comedy|Drama,tangerine 
9010,Every Secret Thing (2014),Crime|Drama|Mystery|Thriller,every secret thing 
9011,964 Pinocchio (1991),Horror|Sci-Fi,964 pinocchio 
9012,Joy (2015),Comedy|Drama,joy 
9013,Ready Player One,Action|Sci-Fi|Thriller,ready player one
9014,Victor Frankenstein (2015),Drama|Horror|Sci-Fi,victor frankenstein 
9015,Guardians (2016),(no genres listed),guardians 
9016,Invincible Shaolin (1978),Action,invincible shaolin 
9017,Scouts Guide to the Zombie Apocalypse (2015),Action|Comedy|Horror,scouts guide to the zombie apocalypse 
9018,Suffragette (2015),Drama,suffragette 
9019,Fort Tilden (2014),Comedy,fort tilden 
9020,Turbo Kid (2015),Action|Adventure|Sci-Fi,turbo kid 
9021,The Unauthorized Saved by the Bell Story (2014),Comedy|Drama,the unauthorized saved by the bell story 
9022,War Room (2015),Drama,war room 
9023,Legend (2015),Crime|Thriller,legend 
9024,Deathgasm (2015),Comedy|Horror,deathgasm 
9025,The Danish Girl (2015),Drama,the danish girl 
9026,Cooties (2015),Comedy|Horror,cooties 
9027,Autumn Marathon (1979),Comedy|Drama,autumn marathon 
9028,12 Chairs (1976),Adventure|Comedy,12 chairs 
9029,Ordinary Miracle (1978),Comedy|Drama|Fantasy|Romance,ordinary miracle 
9030,Old Men: Robbers (1971),Comedy,old men: robbers 
9031,Unbelievable Adventures of Italians in Russia (1974),Adventure|Comedy,unbelievable adventures of italians in russia 
9032,It Can't Be! (1975),Comedy,it can't be! 
9033,12 Chairs (1971),Adventure|Comedy,12 chairs 
9034,Steve Jobs: The Man in the Machine (2015),Documentary,steve jobs: the man in the machine 
9035,Green Room (2015),(no genres listed),green room 
9036,Beasts of No Nation (2015),Drama|War,beasts of no nation 
9037,Bloodsucking Bastards (2015),Comedy|Horror,bloodsucking bastards 
9038,Saving Christmas (2014),Children|Comedy,saving christmas 
9039,Oscar (1967),Comedy,oscar 
9040,Iron Man & Hulk: Heroes United (2013),Action|Adventure|Animation,iron man & hulk: heroes united 
9041,Knock Knock (2015),Crime|Horror|Thriller,knock knock 
9042,The Blue Planet (2001),Documentary,the blue planet 
9043,Cornered! (2009),Comedy|Horror,cornered! 
9044,Demolition (2016),Drama,demolition 
9045,Cigarette Burns (2005),Horror|Thriller,cigarette burns 
9046,Our Brand Is Crisis (2015),Comedy|Drama,our brand is crisis 
9047,High Rise (2015),Action|Drama|Sci-Fi,high rise 
9048,The Night Before (2015),Comedy,the night before 
9049,Into the Forest (2015),Drama|Sci-Fi,into the forest 
9050,The Editor (2015),Comedy|Horror|Mystery,the editor 
9051,Everest (2015),Adventure|Drama|Thriller,everest 
9052,The Brand New Testament (2015),(no genres listed),the brand new testament 
9053,Spotlight (2015),Thriller,spotlight 
9054,Pawn Sacrifice (2015),Drama,pawn sacrifice 
9055,Hardcore Henry (2015),Action|Adventure|Sci-Fi,hardcore henry 
9056,Burnt (2015),Drama,burnt 
9057,Ryuzo and the Seven Henchmen (2015),Action|Comedy,ryuzo and the seven henchmen 
9058,If I Were a Rich Man (2002),Comedy,if i were a rich man 
9059,Last Shift (2014),Horror,last shift 
9060,"F*ck You, Goethe 2 (2015)",Comedy,f*ck you
9061,Garam Masala (2005),Comedy,garam masala 
9062,Life Eternal (2015),Comedy|Crime|Thriller,life eternal 
9063,Hotel Transylvania 2 (2015),Animation|Comedy,hotel transylvania 2 
9064,Anti-Social (2015),Crime,anti-social 
9065,Jump In! (2007),Comedy|Drama|Romance,jump in! 
9066,The Little Prince (2015),Animation|Fantasy,the little prince 
9067,Narcopolis (2014),Mystery|Sci-Fi|Thriller,narcopolis 
9068,Ashby (2015),Comedy|Drama,ashby 
9069,Wonder Woman (2017),Action|Adventure|Fantasy,wonder woman 
9070,The Circle (2016),Drama|Sci-Fi|Thriller,the circle 
9071,Silence (2016),Drama|Thriller,silence 
9072,Bridge of Spies (2015),Drama|Thriller,bridge of spies 
9073,Hyena Road,(no genres listed),hyena road
9074,The Great Hypnotist (2014),Drama|Mystery|Thriller,the great hypnotist 
9075,Into the Grizzly Maze (2015),Action|Horror|Thriller,into the grizzly maze 
9076,Human (2015),Documentary,human 
9077,Chasuke's Journey (2015),Comedy|Drama,chasuke's journey 
9078,L.A. Slasher (2015),Comedy|Crime|Fantasy,l.a. slasher 
9079,"Hail, Caesar! (2016)",Comedy,hail
9080,How To Change The World (2015),Documentary,how to change the world 
9081,Er ist wieder da (2015),Comedy,er ist wieder da 
9082,Just Eat It: A Food Waste Story (2014),Documentary,just eat it: a food waste story 
9083,Bros Before Hos (2013),Comedy,bros before hos 
9084,Slow Learners (2015),Comedy|Romance,slow learners 
9085,Unforgiven (2013),Action|Crime|Drama,unforgiven 
9086,"Sex, Drugs & Taxation (2013)",Comedy|Drama,sex
9087,Sky High (2003),Action|Horror|Thriller,sky high 
9088,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Romance|Thriller,confessions of a dangerous mind 
9089,Goosebumps (2015),Adventure|Comedy|Horror,goosebumps 
9090,The Perfect Guy (2015),Drama|Thriller,the perfect guy 
9091,Rock the Kasbah (2015),Comedy,rock the kasbah 
9092,Freaks of Nature (2015),Comedy|Horror|Sci-Fi,freaks of nature 
9093,Bone Tomahawk (2015),Horror|Western,bone tomahawk 
9094,Extraordinary Tales (2015),Animation|Horror|Mystery,extraordinary tales 
9095,The Dressmaker (2015),Comedy|Drama|Thriller,the dressmaker 
9096,Nowitzki: The Perfect Shot (2014),Documentary,nowitzki: the perfect shot 
9097,Trumbo (2015),Drama,trumbo 
9098,Our Lips Are Sealed (2000),Children|Comedy|Drama,our lips are sealed 
9099,Idaho Transfer (1973),Sci-Fi,idaho transfer 
9100,Witch Hunt (1999),Crime|Drama,witch hunt 
9101,Concussion (2015),Drama,concussion 
9102,"Peanuts Movie, The (2015)",Adventure|Animation|Children|Comedy,peanuts movie
9103,Bloodsport: The Dark Kumite (1999),Action|Thriller,bloodsport: the dark kumite 
9104,Formula of Love (1984),Comedy,formula of love 
9105,A Man from Boulevard des Capucines (1987),Comedy|Romance|Western,a man from boulevard des capucines 
9106,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981),Crime|Mystery,the adventures of sherlock holmes and dr. watson: the hound of the baskervilles 
9107,Blue Mountain State: The Rise of Thadland (2015),Comedy,blue mountain state: the rise of thadland 
9108,Dil To Pagal Hai (1997),Comedy|Drama|Romance,dil to pagal hai 
9109,The Boy and the Beast (2015),Action|Adventure|Animation,the boy and the beast 
9110,Creed (2015),Drama,creed 
9111,Dragons: Gift of the Night Fury (2011),Adventure|Animation|Comedy,dragons: gift of the night fury 
9112,Twinsters (2015),Documentary,twinsters 
9113,Cosmic Scrat-tastrophe (2015),Animation|Children|Comedy,cosmic scrat-tastrophe 
9114,Solace (2015),Fantasy|Mystery|Thriller,solace 
9115,Lost in the Sun (2015),Action|Drama|Thriller,lost in the sun 
9116,Le Maître d'école (1981),Comedy,le maître d'école 
9117,Eros (2004),Drama|Romance,eros 
9118,Those Happy Days (2006),Children|Comedy,those happy days 
9119,The Girls (1961),Comedy|Romance,the girls 
9120,The Adventures of Sherlock Holmes and Doctor Watson,(no genres listed),the adventures of sherlock holmes and doctor watson
9121,What Men Still Talk About (2011),Comedy,what men still talk about 
9122,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983),Crime|Mystery,the adventures of sherlock holmes and doctor watson: the treasures of agra 
9123,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986),Crime|Mystery,adventures of sherlock holmes and dr. watson: the twentieth century approaches 
9124,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980),Crime|Mystery,the adventures of sherlock holmes and doctor watson: king of blackmailers 
9125,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),Crime,the adventures of sherlock holmes and dr. watson: bloody signature 
9126,Sherlock Holmes and Dr. Watson: Acquaintance (1979),Crime,sherlock holmes and dr. watson: acquaintance 
9127,Doctor Who: Last Christmas (2014),Adventure|Drama|Fantasy|Sci-Fi,doctor who: last christmas 
9128,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",Adventure|Drama,doctor who: the doctor
9129,Doctor Who: A Christmas Carol (2010),Sci-Fi,doctor who: a christmas carol 
9130,Doctor Who: Planet of the Dead (2009),Adventure|Children|Drama|Sci-Fi,doctor who: planet of the dead 
9131,Doctor Who: The Next Doctor (2008),Adventure|Children|Drama|Sci-Fi,doctor who: the next doctor 
9132,Doctor Who: Voyage Of The Damned (2007),Action|Sci-Fi,doctor who: voyage of the damned 
9133,Doctor Who: The Runaway Bride (2007),Sci-Fi,doctor who: the runaway bride 
9134,A Perfect Day (2015),Comedy|Drama,a perfect day 
9135,Masked Avengers (1981),Action,masked avengers 
9136,Return of the One-Armed Swordsman (1969),Action|Adventure,return of the one-armed swordsman 
9137,The Lord's Lantern in Budapest (1999),Comedy|Drama,the lord's lantern in budapest 
9138,Hitchcock/Truffaut (2015),Documentary,hitchcock/truffaut 
9139,The 5th Wave (2016),Adventure|Sci-Fi|Thriller,the 5th wave 
9140,A Very Murray Christmas (2015),Comedy,a very murray christmas 
9141,Chi-Raq (2015),Comedy|Drama,chi-raq 
9142,Truth (2015),Drama,truth 
9143,Just Jim (2015),Comedy,just jim 
9144,"Big Short, The (2015)",Drama,big short
9145,Applesauce (2015),Comedy,applesauce 
9146,The Ridiculous 6 (2015),Comedy|Western,the ridiculous 6 
9147,John Mulaney: The Comeback Kid (2015),Comedy,john mulaney: the comeback kid 
9148,Saw (2003),Crime|Horror,saw 
9149,North Pole: Open For Christmas (2015),Children|Fantasy,north pole: open for christmas 
9150,Mojave (2015),Thriller,mojave 
9151,Wizards of Waverly Place: The Movie (2009),Adventure|Children|Comedy|Drama|Fantasy|Sci-Fi,wizards of waverly place: the movie 
